root_profile_id,botanical_entry_id,root_form,root_depth_class,root_spread_class,root_aggression,root_depth_min_m,root_depth_max_m,root_architecture_type,root_depth_category,excavation_sensitivity,root_competition_intensity,container_root_behavior,waterlogging_tolerance,notes,source_table,source_row
ROOT-BOT-BR-0734,BOT-BR-0734,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,102541
ROOT-BOT-BR-0735,BOT-BR-0735,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,16349
ROOT-BOT-BR-0736,BOT-BR-0736,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,16350
ROOT-BOT-BR-0737,BOT-BR-0737,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,103087
ROOT-BOT-BR-0738,BOT-BR-0738,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,103088
ROOT-BOT-BR-0739,BOT-BR-0739,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,5517
ROOT-BOT-BR-0740,BOT-BR-0740,fibrous_palm_root_mass,medium,moderate,low_to_medium,0.3,1,fibrous_palm_root_mass,medium,,medium,limited_long_term,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,34088
ROOT-BOT-BR-0741,BOT-BR-0741,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,126068
ROOT-BOT-BR-0742,BOT-BR-0742,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,21327
ROOT-BOT-BR-0743,BOT-BR-0743,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,21335
ROOT-BOT-BR-0744,BOT-BR-0744,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,15014
ROOT-BOT-BR-0745,BOT-BR-0745,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,105139
ROOT-BOT-BR-0746,BOT-BR-0746,fibrous_woody_climber,medium,moderate,medium,0.3,1,fibrous_woody_climber,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,113968
ROOT-BOT-BR-0747,BOT-BR-0747,fibrous_woody_climber,medium,moderate,medium,0.3,1,fibrous_woody_climber,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,113969
ROOT-BOT-BR-0748,BOT-BR-0748,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,109633
ROOT-BOT-BR-0749,BOT-BR-0749,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,22249
ROOT-BOT-BR-0750,BOT-BR-0750,unknown,,,review,,,unknown,,,,limited_long_term,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,15318
ROOT-BOT-BR-0751,BOT-BR-0751,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,limited_long_term,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,7129
ROOT-BOT-BR-0752,BOT-BR-0752,fibrous_woody_climber,medium,moderate,medium,0.3,1,fibrous_woody_climber,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,114671
ROOT-BOT-BR-0753,BOT-BR-0753,fibrous_woody_climber,medium,moderate,medium,0.3,1,fibrous_woody_climber,medium,,medium,limited_long_term,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,28472
ROOT-BOT-BR-0754,BOT-BR-0754,fibrous_woody_climber,medium,moderate,medium,0.3,1,fibrous_woody_climber,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,17114
ROOT-BOT-BR-0755,BOT-BR-0755,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,105004
ROOT-BOT-BR-0756,BOT-BR-0756,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,26537
ROOT-BOT-BR-0757,BOT-BR-0757,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,110572
ROOT-BOT-BR-0758,BOT-BR-0758,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,110583
ROOT-BOT-BR-0759,BOT-BR-0759,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,1108
ROOT-BOT-BR-0760,BOT-BR-0760,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,1124
ROOT-BOT-BR-0761,BOT-BR-0761,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,limited_long_term,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,1175
ROOT-BOT-BR-0762,BOT-BR-0762,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,87094
